,Name,ModificationDate,DrinkID,DrinkType,Category,GlassImageLink,Glass,IBA,Recipe,Video,Ingredients,Measure,PersonalRating,Comment,Favorite
0,'57 Chevy with a White License Plate,2016-07-18 22:49:04,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,,"['Creme de Cacao', nan, nan, nan, nan, nan, nan, 'Vodka', nan, nan, nan, nan, nan, nan, nan]","['1 oz white ', nan, nan, nan, nan, nan, nan, '1 oz ', ' ', ' ', ' ', ' ', ' ', nan, nan]",-1,,0
1,1-900-FUK-MEUP,2016-07-18 22:27:04,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.,,"['Absolut Kurant', nan, nan, nan, nan, nan, nan, 'Grand Marnier', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum', 'Amaretto', 'Cranberry juice', 'Pineapple juice', nan]","['1/2 oz ', ' ', ' ', ' ', ' ', nan, nan, '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/2 oz ', '1/4 oz ', ' ']",-1,,0
2,110 in the shade,2016-02-03 14:51:57,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,,Drop shooter in glass. Fill with beer,,"['Lager', nan, nan, nan, nan, nan, nan, 'Tequila', nan, nan, nan, nan, nan, nan, nan]","['16 oz ', nan, nan, nan, nan, nan, nan, '1.5 oz ', ' ', ' ', ' ', ' ', ' ', nan, nan]",-1,,0
3,151 Florida Bushwacker,2016-07-18 22:28:43,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,,"['Malibu rum', nan, nan, nan, nan, nan, nan, 'Light rum', '151 proof rum', 'Dark Creme de Cacao', 'Cointreau', 'Milk', 'Coconut liqueur', 'Vanilla ice-cream', nan]","['1/2 oz ', ' ', ' ', ' ', ' ', nan, nan, '1/2 oz ', '1/2 oz Bacardi ', '1 oz ', '1 oz ', '3 oz ', '1 oz ', '1 cup ', ' ']",-1,,0
4,155 Belmont,2016-10-05 12:36:28,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,,Blend with ice. Serve in a wine glass. Garnish with carrot.,,"['Dark rum', nan, nan, nan, nan, nan, nan, 'Light rum', 'Vodka', 'Orange juice', nan, nan, nan, nan, nan]","['1 shot ', nan, nan, nan, nan, nan, nan, '2 shots ', '1 shot ', '1 shot ', ' ', ' ', ' ', ' ', ' ']",-1,,0
5,24k nightmare,2016-07-18 22:31:38,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,,"Add over ice,shake and pour.",,"['Goldschlager', nan, nan, nan, nan, nan, nan, 'Jägermeister', 'Rumple Minze', '151 proof rum', nan, nan, nan, nan, nan]","['1/2 oz ', nan, nan, nan, nan, nan, nan, '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', ' ', ' ', ' ', ' ', ' ']",-1,,0
6,252,2016-07-18 22:32:42,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,,"Add both ingredients to shot glass, shoot, and get drunk quick",,"['151 proof rum', nan, nan, nan, nan, nan, nan, 'Wild Turkey', nan, nan, nan, nan, nan, nan, nan]","['1/2 shot Bacardi ', nan, nan, nan, nan, nan, nan, '1/2 shot ', ' ', ' ', ' ', ' ', ' ', nan, nan]",-1,,0
7,3 Wise Men,2016-07-18 22:34:37,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,,put them them in a glass... and slam it to tha head.,,"['Jack Daniels', nan, nan, nan, nan, nan, nan, 'Johnnie Walker', 'Jim Beam', nan, nan, nan, nan, nan, nan]","['1/3 oz ', nan, nan, nan, nan, nan, nan, '1/3 oz ', '1/3 oz ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
8,3-Mile Long Island Iced Tea,2016-08-31 19:42:52,15300,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,,"['Gin', nan, nan, nan, nan, nan, nan, 'Light rum', 'Tequila', 'Triple sec', 'Vodka', 'Coca-Cola', 'Sweet and sour', 'Bitters', 'Lemon']","['1/2 oz ', ' ', ' ', ' ', ' ', nan, nan, '1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '\n', '1-2 dash ', '1 wedge ', ' ']",-1,,0
9,410 Gone,2016-08-31 19:43:46,13581,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Collins Glass,,,,"['Peach Vodka', nan, nan, nan, nan, nan, nan, 'Coca-Cola', nan, nan, nan, nan, nan, nan, nan]","['2-3 oz', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",-1,,0
10,50/50,2016-04-29 09:41:56,14598,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,,"['Vanilla vodka', nan, nan, nan, nan, nan, nan, 'Grand Marnier', 'Orange juice', nan, nan, nan, nan, nan, nan]","['2 1/2 oz ', nan, nan, nan, nan, nan, nan, '1 splash ', 'Fill with ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
11,501 Blue,2016-04-28 19:11:37,17105,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,,Mix equal amounts into a glass with ice.,,"['Blue Curacao', nan, nan, nan, nan, nan, nan, 'Blueberry schnapps', 'Vodka', 'Sour mix', '7-Up', nan, nan, nan, nan]","['\n', nan, nan, nan, nan, nan, nan, '\n', '\n', '\n', '\n', '\n', '\n', '\n', nan]",-1,,0
12,69 Special,2016-08-31 19:44:55,13940,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",,"['Gin', nan, nan, nan, nan, nan, nan, '7-Up', 'Lemon juice', nan, nan, nan, nan, nan, nan]","['2 oz dry ', nan, nan, nan, nan, nan, nan, '4 oz ', '0.75 oz ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
13,747,2016-08-31 19:28:26,14229,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",,"['Kahlua', nan, nan, nan, nan, nan, nan, ""Bailey's irish cream"", 'Frangelico', nan, nan, nan, nan, nan, nan]","['1/3 part ', nan, nan, nan, nan, nan, nan, '1/3 part ', '1/3 part ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
14,9 1/2 Weeks,2016-08-31 19:48:22,16108,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,,"['Absolut Citron', nan, nan, nan, nan, nan, nan, 'Orange Curacao', 'Strawberry liqueur', 'Orange juice', nan, nan, nan, nan, nan]","['2 oz ', nan, nan, nan, nan, nan, nan, '1/2 oz ', '1 splash ', '1 oz ', ' ', ' ', ' ', ' ', ' ']",-1,,0
15,A Day at the Beach,2016-02-03 15:47:54,15200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",,"['Coconut rum', nan, nan, nan, nan, nan, nan, 'Amaretto', 'Orange juice', 'Grenadine', nan, nan, nan, nan, nan]","['1 oz ', nan, nan, nan, nan, nan, nan, '1/2 oz ', '4 oz ', '1/2 oz ', ' ', ' ', ' ', ' ', ' ']",-1,,0
16,A Furlong Too Late,2016-08-31 19:46:06,11000,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,,"['Light rum', nan, nan, nan, nan, nan, nan, 'Ginger beer', 'Lemon peel', nan, nan, nan, nan, nan, nan]","['2 oz ', nan, nan, nan, nan, nan, nan, '4 oz ', '1 twist of ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
17,A Gilligan's Island,2016-04-28 19:12:56,16943,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,,"Shaken, not stirred!",,"['Vodka', nan, nan, nan, nan, nan, nan, 'Peach schnapps', 'Orange juice', 'Cranberry juice', nan, nan, nan, nan, nan]","['1 oz ', nan, nan, nan, nan, nan, nan, '1 oz ', '3 oz ', '3 oz ', ' ', ' ', ' ', ' ', ' ']",-1,,0
18,A Night In Old Mandalay,2016-04-29 09:43:00,11001,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",,"['Light rum', nan, nan, nan, nan, nan, nan, 'Añejo rum', 'Orange juice', 'Lemon juice', 'Ginger ale', 'Lemon peel', nan, nan, nan]","['1 oz ', ' ', ' ', nan, nan, nan, nan, '1 oz ', '1 oz ', '1/2 oz ', '3 oz ', '1 twist of ', ' ', ' ', ' ']",-1,,0
19,A Piece of Ass,2016-09-01 09:48:57,16405,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,,Put ice in glass. Pour in shots. Fill with Sour Mix.,,"['Amaretto', nan, nan, nan, nan, nan, nan, 'Southern Comfort', 'Ice', 'Sour mix', nan, nan, nan, nan, nan]","['1 shot ', nan, nan, nan, nan, nan, nan, '1 shot ', ' cubes\n', '\n', '\n', '\n', '\n', '\n', '\n']",-1,,0
20,A Splash of Nash,2016-08-31 19:30:01,14564,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,,"['Cranberry juice', nan, nan, nan, nan, nan, nan, 'Soda water', 'Midori melon liqueur', 'Creme de Banane', nan, nan, nan, nan, nan]","['2 oz ', nan, nan, nan, nan, nan, nan, '2 oz ', '0.5 oz ', '0.5 oz ', ' ', ' ', ' ', ' ', ' ']",-1,,0
21,A True Amaretto Sour,2016-08-31 19:49:32,17005,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",,"['Amaretto', nan, nan, nan, nan, nan, nan, 'Lemon', 'Ice', 'Maraschino cherry', nan, nan, nan, nan, nan]","['1 jigger ', nan, nan, nan, nan, nan, nan, 'Juice of 1/2 ', '\n', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
22,A midsummernight dream,2016-04-28 19:14:52,15675,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",,"['Vodka', nan, nan, nan, nan, nan, nan, 'Kirschwasser', 'Strawberry liqueur', 'Strawberries', 'Schweppes Russchian', nan, nan, nan, nan]","['2 oz ', '\n', nan, nan, nan, nan, nan, '1 oz ', '1 tsp ', '5 ', '\n', '\n', '\n', '\n', '\n']",-1,,0
23,A. J.,2016-09-02 11:16:58,11002,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",,"['Applejack', nan, nan, nan, nan, nan, nan, 'Grapefruit juice', nan, nan, nan, nan, nan, nan, nan]","['1 1/2 oz ', nan, nan, nan, nan, nan, nan, '1 oz ', ' ', ' ', ' ', ' ', ' ', nan, nan]",-1,,0
24,A.D.M. (After Dinner Mint),2016-08-31 19:53:20,14560,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,,shake vigorously,,"['White Creme de Menthe', nan, nan, nan, nan, nan, nan, 'Southern Comfort', 'Vodka', 'Hot chocolate', nan, nan, nan, nan, nan]","['1/2 oz ', nan, nan, nan, nan, nan, nan, '3/4 oz ', '1/2 oz ', 'Fill with ', ' ', ' ', ' ', ' ', ' ']",-1,,0
25,A1,2017-09-07 21:42:09,17222,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",,"['Gin', nan, nan, nan, nan, nan, nan, 'Grand Marnier', 'Lemon Juice', 'Grenadine', nan, nan, nan, nan, nan]","['1 3/4 shot ', nan, nan, nan, nan, nan, nan, '1 Shot ', '1/4 Shot', '1/8 Shot', '\r\n', '\r\n', '\r\n', nan, nan]",-1,,0
26,ABC,2016-08-31 19:32:08,13501,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,,Layered in a shot glass.,,"['Amaretto', nan, nan, nan, nan, nan, nan, ""Bailey's irish cream"", 'Cognac', nan, nan, nan, nan, nan, nan]","['1/3 ', nan, nan, nan, nan, nan, nan, '1/3 ', '1/3 ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
27,ACID,2016-11-15 11:28:37,14610,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,,"['151 proof rum', nan, nan, nan, nan, nan, nan, 'Wild Turkey', nan, nan, nan, nan, nan, nan, nan]","['1 oz Bacardi ', nan, nan, nan, nan, nan, nan, '1 oz ', ' ', ' ', ' ', ' ', ' ', nan, nan]",-1,,0
28,AT&T,2017-04-24 22:00:19,13938,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,,"Pour Vodka and Gin over ice, add Tonic and Stir",,"['Absolut Vodka', nan, nan, nan, nan, nan, nan, 'Gin', 'Tonic water', nan, nan, nan, nan, nan, nan]","['1 oz ', nan, nan, nan, nan, nan, nan, '1 oz ', '4 oz ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
29,Abbey Cocktail,2016-09-02 11:19:28,11003,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,,"['Gin', nan, nan, nan, nan, nan, nan, 'Orange bitters', 'Orange', 'Cherry', nan, nan, nan, nan, nan]","['1 1/2 oz ', nan, nan, nan, nan, nan, nan, '1 dash ', 'Juice of 1/4 ', '1 ', ' ', ' ', ' ', ' ', ' ']",-1,,0
30,Abbey Martini,2017-09-07 21:50:03,17223,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",,"['Gin', nan, nan, nan, nan, nan, nan, 'Sweet Vermouth', 'Orange Juice', 'Angostura Bitters', nan, nan, nan, nan, nan]","['2 shots ', nan, nan, nan, nan, nan, nan, '1 shot ', '1 shot ', '3 dashes ', '\r\n', '\r\n', '\r\n', nan, nan]",-1,,0
31,Abilene,2016-04-29 09:44:25,11004,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,,"['Dark rum', nan, nan, nan, nan, nan, nan, 'Peach nectar', 'Orange juice', nan, nan, nan, nan, nan, nan]","['1 1/2 oz ', nan, nan, nan, nan, nan, nan, '2 oz ', '3 oz ', ' ', ' ', ' ', ' ', ' ', nan]",-1,,0
32,Absinthe #2,2016-08-31 19:13:17,12790,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",,"['Vodka', nan, nan, nan, nan, nan, nan, 'Sugar', 'Anise', 'Licorice root', 'Wormwood', nan, nan, nan, nan]","['1 bottle ', ' ', nan, nan, nan, nan, nan, '50 gr ', '50 ml pure ', '1 tblsp ', '1 ', ' ', ' ', ' ', ' ']",-1,,0
33,Absolut Evergreen,2016-09-02 11:36:49,14374,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,,"Mix, pour over ice and top up with Bitter Lemon.",,"['Absolut Citron', nan, nan, nan, nan, nan, nan, 'Pisang Ambon', 'Ice', 'Bitter lemon', nan, nan, nan, nan, nan]","['2/3 part ', nan, nan, nan, nan, nan, nan, '1/3 part ', ' cubes\n', '\n', '\n', '\n', '\n', '\n', '\n']",-1,,0
34,Absolut Sex,2016-08-31 19:33:56,14360,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.",,"['Absolut Kurant', nan, nan, nan, nan, nan, nan, 'Midori melon liqueur', 'Cranberry juice', 'Sprite', nan, nan, nan, nan, nan]","['3/4 oz ', nan, nan, nan, nan, nan, nan, '3/4 oz ', '1 oz ', '1 splash ', ' ', ' ', ' ', ' ', ' ']",-1,,0
